timestamp,sensor_id,sensor_type,location,value,unit,quality
2026-02-22T16:24:49.129964+00:00,DUST-E01,pm25,entrance,20.42,ug_per_m3,good
2026-02-22T16:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T16:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T16:39:49.129964+00:00,HUM-N01,humidity,north_gate,65.63,percent,good
2026-02-22T16:39:49.129964+00:00,VIB-F01,vibration,foundation,0.11,mm_per_sec,good
2026-02-22T16:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,76.22,dBA,good
2026-02-22T16:39:49.129964+00:00,DUST-E01,pm25,entrance,31.9,ug_per_m3,good
2026-02-22T16:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T16:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T16:54:49.129964+00:00,HUM-N01,humidity,north_gate,56.36,percent,good
2026-02-22T16:54:49.129964+00:00,VIB-F01,vibration,foundation,0.09,mm_per_sec,good
2026-02-22T16:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,95,dBA,good
2026-02-22T16:54:49.129964+00:00,DUST-E01,pm25,entrance,19.24,ug_per_m3,good
2026-02-22T17:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T17:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T17:09:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-22T17:09:49.129964+00:00,VIB-F01,vibration,foundation,0.16,mm_per_sec,good
2026-02-22T17:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,66.75,dBA,good
2026-02-22T17:09:49.129964+00:00,DUST-E01,pm25,entrance,7.27,ug_per_m3,good
2026-02-22T17:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T17:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T17:24:49.129964+00:00,HUM-N01,humidity,north_gate,68.85,percent,good
2026-02-22T17:24:49.129964+00:00,VIB-F01,vibration,foundation,0.18,mm_per_sec,good
2026-02-22T17:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,68.94,dBA,good
2026-02-22T17:24:49.129964+00:00,DUST-E01,pm25,entrance,11.61,ug_per_m3,good
2026-02-22T17:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T17:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T17:39:49.129964+00:00,HUM-N01,humidity,north_gate,44.5,percent,good
2026-02-22T17:39:49.129964+00:00,VIB-F01,vibration,foundation,0.13,mm_per_sec,good
2026-02-22T17:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,71.77,dBA,good
2026-02-22T17:39:49.129964+00:00,DUST-E01,pm25,entrance,10.83,ug_per_m3,good
2026-02-22T17:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T17:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T17:54:49.129964+00:00,HUM-N01,humidity,north_gate,59.93,percent,good
2026-02-22T17:54:49.129964+00:00,VIB-F01,vibration,foundation,0.19,mm_per_sec,good
2026-02-22T17:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,73.78,dBA,good
2026-02-22T17:54:49.129964+00:00,DUST-E01,pm25,entrance,21.78,ug_per_m3,good
2026-02-22T18:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T18:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T18:09:49.129964+00:00,HUM-N01,humidity,north_gate,64.15,percent,good
2026-02-22T18:09:49.129964+00:00,VIB-F01,vibration,foundation,0.2,mm_per_sec,good
2026-02-22T18:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,56.02,dBA,good
2026-02-22T18:09:49.129964+00:00,DUST-E01,pm25,entrance,19.27,ug_per_m3,good
2026-02-22T18:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T18:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T18:24:49.129964+00:00,HUM-N01,humidity,north_gate,58.58,percent,good
2026-02-22T18:24:49.129964+00:00,VIB-F01,vibration,foundation,0.19,mm_per_sec,good
2026-02-22T18:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,74.47,dBA,good
2026-02-22T18:24:49.129964+00:00,DUST-E01,pm25,entrance,23.4,ug_per_m3,good
2026-02-22T18:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T18:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T18:39:49.129964+00:00,HUM-N01,humidity,north_gate,48.26,percent,good
2026-02-22T18:39:49.129964+00:00,VIB-F01,vibration,foundation,0.14,mm_per_sec,good
2026-02-22T18:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,84.53,dBA,good
2026-02-22T18:39:49.129964+00:00,DUST-E01,pm25,entrance,16.37,ug_per_m3,good
2026-02-22T18:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T18:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T18:54:49.129964+00:00,HUM-N01,humidity,north_gate,71.81,percent,good
2026-02-22T18:54:49.129964+00:00,VIB-F01,vibration,foundation,0.08,mm_per_sec,good
2026-02-22T18:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,81.11,dBA,good
2026-02-22T18:54:49.129964+00:00,DUST-E01,pm25,entrance,10.5,ug_per_m3,good
2026-02-22T19:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T19:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T19:09:49.129964+00:00,HUM-N01,humidity,north_gate,61.95,percent,good
2026-02-22T19:09:49.129964+00:00,VIB-F01,vibration,foundation,0.17,mm_per_sec,good
2026-02-22T19:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,82.63,dBA,good
2026-02-22T19:09:49.129964+00:00,DUST-E01,pm25,entrance,14.7,ug_per_m3,good
2026-02-22T19:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T19:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T19:24:49.129964+00:00,HUM-N01,humidity,north_gate,78.89,percent,good
2026-02-22T19:24:49.129964+00:00,VIB-F01,vibration,foundation,0.2,mm_per_sec,good
2026-02-22T19:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,77.37,dBA,good
2026-02-22T19:24:49.129964+00:00,DUST-E01,pm25,entrance,19.5,ug_per_m3,good
2026-02-22T19:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T19:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T19:39:49.129964+00:00,HUM-N01,humidity,north_gate,67.53,percent,good
2026-02-22T19:39:49.129964+00:00,VIB-F01,vibration,foundation,0.15,mm_per_sec,good
2026-02-22T19:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,73.24,dBA,good
2026-02-22T19:39:49.129964+00:00,DUST-E01,pm25,entrance,7.12,ug_per_m3,good
2026-02-22T19:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-22T19:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-22T19:54:49.129964+00:00,HUM-N01,humidity,north_gate,43.75,percent,good
2026-02-22T19:54:49.129964+00:00,VIB-F01,vibration,foundation,0.14,mm_per_sec,good
2026-02-22T19:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-22T19:54:49.129964+00:00,DUST-E01,pm25,entrance,23.59,ug_per_m3,good
2026-02-23T06:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T06:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T06:09:49.129964+00:00,HUM-N01,humidity,north_gate,45.09,percent,good
2026-02-23T06:09:49.129964+00:00,VIB-F01,vibration,foundation,0.07,mm_per_sec,good
2026-02-23T06:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,70.49,dBA,good
2026-02-23T06:09:49.129964+00:00,DUST-E01,pm25,entrance,5,ug_per_m3,good
2026-02-23T06:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T06:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T06:24:49.129964+00:00,HUM-N01,humidity,north_gate,55.32,percent,good
2026-02-23T06:24:49.129964+00:00,VIB-F01,vibration,foundation,0.11,mm_per_sec,good
2026-02-23T06:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,73.82,dBA,good
2026-02-23T06:24:49.129964+00:00,DUST-E01,pm25,entrance,20.81,ug_per_m3,good
2026-02-23T06:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T06:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T06:39:49.129964+00:00,HUM-N01,humidity,north_gate,49.65,percent,good
2026-02-23T06:39:49.129964+00:00,VIB-F01,vibration,foundation,0.11,mm_per_sec,good
2026-02-23T06:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,73.82,dBA,good
2026-02-23T06:39:49.129964+00:00,DUST-E01,pm25,entrance,30.45,ug_per_m3,good
2026-02-23T06:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T06:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T06:54:49.129964+00:00,HUM-N01,humidity,north_gate,46.95,percent,good
2026-02-23T06:54:49.129964+00:00,VIB-F01,vibration,foundation,0.01,mm_per_sec,good
2026-02-23T06:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,75.3,dBA,good
2026-02-23T06:54:49.129964+00:00,DUST-E01,pm25,entrance,7.11,ug_per_m3,good
2026-02-23T07:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T07:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T07:09:49.129964+00:00,HUM-N01,humidity,north_gate,43.23,percent,good
2026-02-23T07:09:49.129964+00:00,VIB-F01,vibration,foundation,0.2,mm_per_sec,good
2026-02-23T07:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,58.89,dBA,good
2026-02-23T07:09:49.129964+00:00,DUST-E01,pm25,entrance,5,ug_per_m3,good
2026-02-23T07:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T07:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T07:24:49.129964+00:00,HUM-N01,humidity,north_gate,66.48,percent,good
2026-02-23T07:24:49.129964+00:00,VIB-F01,vibration,foundation,0.21,mm_per_sec,good
2026-02-23T07:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,71.92,dBA,good
2026-02-23T07:24:49.129964+00:00,DUST-E01,pm25,entrance,7.62,ug_per_m3,good
2026-02-23T07:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T07:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T07:39:49.129964+00:00,HUM-N01,humidity,north_gate,51.26,percent,good
2026-02-23T07:39:49.129964+00:00,VIB-F01,vibration,foundation,0.04,mm_per_sec,good
2026-02-23T07:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,83.03,dBA,good
2026-02-23T07:39:49.129964+00:00,DUST-E01,pm25,entrance,14.68,ug_per_m3,good
2026-02-23T07:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T07:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T07:54:49.129964+00:00,HUM-N01,humidity,north_gate,75.46,percent,good
2026-02-23T07:54:49.129964+00:00,VIB-F01,vibration,foundation,0.17,mm_per_sec,good
2026-02-23T07:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,68.67,dBA,good
2026-02-23T07:54:49.129964+00:00,DUST-E01,pm25,entrance,23.46,ug_per_m3,good
2026-02-23T08:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T08:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T08:09:49.129964+00:00,HUM-N01,humidity,north_gate,70.09,percent,good
2026-02-23T08:09:49.129964+00:00,VIB-F01,vibration,foundation,0.06,mm_per_sec,good
2026-02-23T08:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,95,dBA,good
2026-02-23T08:09:49.129964+00:00,DUST-E01,pm25,entrance,8.41,ug_per_m3,good
2026-02-23T08:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T08:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T08:24:49.129964+00:00,HUM-N01,humidity,north_gate,84.4,percent,good
2026-02-23T08:24:49.129964+00:00,VIB-F01,vibration,foundation,0.18,mm_per_sec,good
2026-02-23T08:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,57.73,dBA,good
2026-02-23T08:24:49.129964+00:00,DUST-E01,pm25,entrance,20.14,ug_per_m3,good
2026-02-23T08:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T08:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T08:39:49.129964+00:00,HUM-N01,humidity,north_gate,41.7,percent,good
2026-02-23T08:39:49.129964+00:00,VIB-F01,vibration,foundation,0.09,mm_per_sec,good
2026-02-23T08:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,67.63,dBA,good
2026-02-23T08:39:49.129964+00:00,DUST-E01,pm25,entrance,18.18,ug_per_m3,good
2026-02-23T08:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T08:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T08:54:49.129964+00:00,HUM-N01,humidity,north_gate,45.75,percent,good
2026-02-23T08:54:49.129964+00:00,VIB-F01,vibration,foundation,0.01,mm_per_sec,good
2026-02-23T08:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,64.61,dBA,good
2026-02-23T08:54:49.129964+00:00,DUST-E01,pm25,entrance,28.79,ug_per_m3,good
2026-02-23T09:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T09:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T09:09:49.129964+00:00,HUM-N01,humidity,north_gate,67.37,percent,good
2026-02-23T09:09:49.129964+00:00,VIB-F01,vibration,foundation,0.06,mm_per_sec,good
2026-02-23T09:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,63.66,dBA,good
2026-02-23T09:09:49.129964+00:00,DUST-E01,pm25,entrance,19.95,ug_per_m3,good
2026-02-23T09:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T09:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T09:24:49.129964+00:00,HUM-N01,humidity,north_gate,45.14,percent,good
2026-02-23T09:24:49.129964+00:00,VIB-F01,vibration,foundation,0.2,mm_per_sec,good
2026-02-23T09:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,86.6,dBA,good
2026-02-23T09:24:49.129964+00:00,DUST-E01,pm25,entrance,17.13,ug_per_m3,good
2026-02-23T09:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T09:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T09:39:49.129964+00:00,HUM-N01,humidity,north_gate,65.43,percent,good
2026-02-23T09:39:49.129964+00:00,VIB-F01,vibration,foundation,0.22,mm_per_sec,good
2026-02-23T09:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,72.57,dBA,good
2026-02-23T09:39:49.129964+00:00,DUST-E01,pm25,entrance,6.8,ug_per_m3,good
2026-02-23T09:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T09:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T09:54:49.129964+00:00,HUM-N01,humidity,north_gate,40,percent,good
2026-02-23T09:54:49.129964+00:00,VIB-F01,vibration,foundation,0.09,mm_per_sec,good
2026-02-23T09:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,57.68,dBA,good
2026-02-23T09:54:49.129964+00:00,DUST-E01,pm25,entrance,22.69,ug_per_m3,good
2026-02-23T10:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T10:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T10:09:49.129964+00:00,HUM-N01,humidity,north_gate,51.4,percent,good
2026-02-23T10:09:49.129964+00:00,VIB-F01,vibration,foundation,0.11,mm_per_sec,good
2026-02-23T10:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,78.89,dBA,good
2026-02-23T10:09:49.129964+00:00,DUST-E01,pm25,entrance,26.49,ug_per_m3,good
2026-02-23T10:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T10:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T10:24:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-23T10:24:49.129964+00:00,VIB-F01,vibration,foundation,0.14,mm_per_sec,good
2026-02-23T10:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,67.15,dBA,good
2026-02-23T10:24:49.129964+00:00,DUST-E01,pm25,entrance,18.96,ug_per_m3,good
2026-02-23T10:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T10:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T10:39:49.129964+00:00,HUM-N01,humidity,north_gate,56.27,percent,good
2026-02-23T10:39:49.129964+00:00,VIB-F01,vibration,foundation,0.06,mm_per_sec,good
2026-02-23T10:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,69.22,dBA,good
2026-02-23T10:39:49.129964+00:00,DUST-E01,pm25,entrance,33.02,ug_per_m3,good
2026-02-23T10:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T10:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T10:54:49.129964+00:00,HUM-N01,humidity,north_gate,46.0,percent,good
2026-02-23T10:54:49.129964+00:00,VIB-F01,vibration,foundation,0.13,mm_per_sec,good
2026-02-23T10:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,82.51,dBA,good
2026-02-23T10:54:49.129964+00:00,DUST-E01,pm25,entrance,13.51,ug_per_m3,good
2026-02-23T11:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T11:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T11:09:49.129964+00:00,HUM-N01,humidity,north_gate,55.65,percent,good
2026-02-23T11:09:49.129964+00:00,VIB-F01,vibration,foundation,0.29,mm_per_sec,good
2026-02-23T11:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-23T11:09:49.129964+00:00,DUST-E01,pm25,entrance,27.51,ug_per_m3,good
2026-02-23T11:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T11:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T11:24:49.129964+00:00,HUM-N01,humidity,north_gate,57.41,percent,good
2026-02-23T11:24:49.129964+00:00,VIB-F01,vibration,foundation,0.22,mm_per_sec,good
2026-02-23T11:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-23T11:24:49.129964+00:00,DUST-E01,pm25,entrance,5,ug_per_m3,good
2026-02-23T11:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T11:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T11:39:49.129964+00:00,HUM-N01,humidity,north_gate,46.6,percent,good
2026-02-23T11:39:49.129964+00:00,VIB-F01,vibration,foundation,0.13,mm_per_sec,good
2026-02-23T11:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,60.14,dBA,good
2026-02-23T11:39:49.129964+00:00,DUST-E01,pm25,entrance,14.79,ug_per_m3,good
2026-02-23T11:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T11:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T11:54:49.129964+00:00,HUM-N01,humidity,north_gate,68.72,percent,good
2026-02-23T11:54:49.129964+00:00,VIB-F01,vibration,foundation,0.26,mm_per_sec,good
2026-02-23T11:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,65.44,dBA,good
2026-02-23T11:54:49.129964+00:00,DUST-E01,pm25,entrance,15.46,ug_per_m3,good
2026-02-23T12:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T12:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T12:09:49.129964+00:00,HUM-N01,humidity,north_gate,59.22,percent,good
2026-02-23T12:09:49.129964+00:00,VIB-F01,vibration,foundation,0.03,mm_per_sec,good
2026-02-23T12:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,75.72,dBA,good
2026-02-23T12:09:49.129964+00:00,DUST-E01,pm25,entrance,10.68,ug_per_m3,good
2026-02-23T12:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T12:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T12:24:49.129964+00:00,HUM-N01,humidity,north_gate,77.42,percent,good
2026-02-23T12:24:49.129964+00:00,VIB-F01,vibration,foundation,0.14,mm_per_sec,good
2026-02-23T12:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,83.49,dBA,good
2026-02-23T12:24:49.129964+00:00,DUST-E01,pm25,entrance,20.18,ug_per_m3,good
2026-02-23T12:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T12:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T12:39:49.129964+00:00,HUM-N01,humidity,north_gate,71.37,percent,good
2026-02-23T12:39:49.129964+00:00,VIB-F01,vibration,foundation,0.09,mm_per_sec,good
2026-02-23T12:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,61.1,dBA,good
2026-02-23T12:39:49.129964+00:00,DUST-E01,pm25,entrance,16.56,ug_per_m3,good
2026-02-23T12:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T12:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T12:54:49.129964+00:00,HUM-N01,humidity,north_gate,55.11,percent,good
2026-02-23T12:54:49.129964+00:00,VIB-F01,vibration,foundation,0.11,mm_per_sec,good
2026-02-23T12:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,55,dBA,good
2026-02-23T12:54:49.129964+00:00,DUST-E01,pm25,entrance,22.02,ug_per_m3,good
2026-02-23T13:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T13:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T13:09:49.129964+00:00,HUM-N01,humidity,north_gate,42.75,percent,good
2026-02-23T13:09:49.129964+00:00,VIB-F01,vibration,foundation,0.02,mm_per_sec,good
2026-02-23T13:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,83.88,dBA,good
2026-02-23T13:09:49.129964+00:00,DUST-E01,pm25,entrance,5.32,ug_per_m3,good
2026-02-23T13:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T13:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T13:24:49.129964+00:00,HUM-N01,humidity,north_gate,55.06,percent,good
2026-02-23T13:24:49.129964+00:00,VIB-F01,vibration,foundation,0.02,mm_per_sec,good
2026-02-23T13:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,73.88,dBA,good
2026-02-23T13:24:49.129964+00:00,DUST-E01,pm25,entrance,16.45,ug_per_m3,good
2026-02-23T13:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T13:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T13:39:49.129964+00:00,HUM-N01,humidity,north_gate,85,percent,good
2026-02-23T13:39:49.129964+00:00,VIB-F01,vibration,foundation,0.02,mm_per_sec,good
2026-02-23T13:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,71.78,dBA,good
2026-02-23T13:39:49.129964+00:00,DUST-E01,pm25,entrance,9.47,ug_per_m3,good
2026-02-23T13:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T13:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T13:54:49.129964+00:00,HUM-N01,humidity,north_gate,71.31,percent,good
2026-02-23T13:54:49.129964+00:00,VIB-F01,vibration,foundation,0.09,mm_per_sec,good
2026-02-23T13:54:49.129964+00:00,NOISE-P01,noise_level,perimeter,64.55,dBA,good
2026-02-23T13:54:49.129964+00:00,DUST-E01,pm25,entrance,5,ug_per_m3,good
2026-02-23T14:09:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T14:09:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T14:09:49.129964+00:00,HUM-N01,humidity,north_gate,56.09,percent,good
2026-02-23T14:09:49.129964+00:00,VIB-F01,vibration,foundation,0.22,mm_per_sec,good
2026-02-23T14:09:49.129964+00:00,NOISE-P01,noise_level,perimeter,79.51,dBA,good
2026-02-23T14:09:49.129964+00:00,DUST-E01,pm25,entrance,25.8,ug_per_m3,good
2026-02-23T14:24:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T14:24:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T14:24:49.129964+00:00,HUM-N01,humidity,north_gate,62.93,percent,good
2026-02-23T14:24:49.129964+00:00,VIB-F01,vibration,foundation,0.18,mm_per_sec,good
2026-02-23T14:24:49.129964+00:00,NOISE-P01,noise_level,perimeter,81.57,dBA,good
2026-02-23T14:24:49.129964+00:00,DUST-E01,pm25,entrance,9.93,ug_per_m3,good
2026-02-23T14:39:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T14:39:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T14:39:49.129964+00:00,HUM-N01,humidity,north_gate,70.38,percent,good
2026-02-23T14:39:49.129964+00:00,VIB-F01,vibration,foundation,0.22,mm_per_sec,good
2026-02-23T14:39:49.129964+00:00,NOISE-P01,noise_level,perimeter,71.81,dBA,good
2026-02-23T14:39:49.129964+00:00,DUST-E01,pm25,entrance,24.14,ug_per_m3,good
2026-02-23T14:54:49.129964+00:00,TEMP-N01,temperature,north_gate,18,celsius,good
2026-02-23T14:54:49.129964+00:00,TEMP-S01,temperature,south_gate,18,celsius,good
2026-02-23T14:54:49.129964+00:00,HUM-N01,humidity,north_gate,78.36,percent,good
